id,description,status,pictid,pictype,group,cat1,cat2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,CatgDisplayNum
psAL39,01.01.75 Air Letter 1.00 lira Three Birds design,In Stock,psAL39,0,Postal Stationery,B AS.39,P 40,1.50,1.00,,,1,1,0,0,,,,,20
psAL40,23.05.74 Air Letter no stamp (Three Birds) design,In Stock,psAL40,0,Postal Stationery,B AS.38a,P 38,2.50,12.50,,,1,1,0,0,,,,,20
psAL41,02.11.75 Air Letter 1.20 lira Stylized Birds 1st type,In Stock,psAL41,0,Postal Stationery,B AS.40,P 41,1.50,1.00,,,1,1,0,0,,,,,20
psAL42,10.09.76 Air Letter 1.70 lira Stylized Birds 1st type,In Stock,psAL42,0,Postal Stationery,B AS.41,P 42,4.00,1.50,,,1,1,0,0,,,,,20
psAL43,24.04.77 Air Letter 1.90 lira Stylized Birds 2nd type,In Stock,psAL43,0,Postal Stationery,B AS.43,P 44,1.50,1.00,,,1,1,0,0,,,,,20
psAL44,27.10.77 Air Letter 2.40 lira Stylized Birds 2nd type,In Stock,psAL44,0,Postal Stationery,B AS.44,P 45,1.50,1.00,,,1,1,0,0,,,,,20
psAL45,22.12.77 Air Letter 3.80 lira Stylized Flower,In Stock,psAL45,0,Postal Stationery,B AS.45,P 46,1.00,1.00,,,1,1,0,0,,,,,20
psAL46,09.05.78 Air Letter 5.30 lira Stylized Flower,In Stock,psAL46,0,Postal Stationery,B AS.46,P 47,1.00,1.00,,,1,1,0,0,,,,,20
psAL47,04.06.79 Air Letter 8.00 lira Stylized Flower,In Stock,psAL47,0,Postal Stationery,B AS.47,P 48,1.00,1.00,,,1,1,0,0,,,,,20
psAL48,25.12.79 Air Letter 12.00 lira Stylized Flower,In Stock,psAL48,0,Postal Stationery,B AS.48,P 49,2.00,25.00,,,1,1,0,0,,,,,20
psAL49,26.05.80 Air Letter 19.00 lira Stylized Flower,In Stock,psAL49,0,Postal Stationery,B AS.49,P 50,1.00,1.00,,,1,1,0,0,,,,,20
psAL50,11.03.77 Air Letter no stamp Blue print,In Stock,psAL50,0,Postal Stationery,B AS.42,P 43,5.00,15.00,,,1,1,0,0,,,,,20
psAL51,11.02.82 Air Letter no stamp Brown print,In Stock,psAL51,0,Postal Stationery,B AS.42a,P 55,1.50,3.75,,,1,1,0,0,,,,,20
psAL52,04.11.80 Air Letter 2.60 Shekel Airplane design 1st type,In Stock,psAL52,0,Postal Stationery,B AS.50,P 51,1.00,1.00,,,1,1,0,0,,,,,20
psAL53,03.05.81 Air Letter 2.90 Shekel Airplane design 1st type,In Stock,psAL53,0,Postal Stationery,B AS.51,P 52,1.00,1.00,,,1,1,0,0,,,,,20
psAL54,10.11.81 Air Letter 3.80 Shekel Airplane design 1st type,In Stock,psAL54,0,Postal Stationery,B AS.52,P 53,1.00,1.00,,,1,1,0,0,,,,,20
psAL55,11.02.82 Air Letter 4.50 Shekel Airplane design 1st type,In Stock,psAL55,0,Postal Stationery,B AS.53,P 54,1.00,1.00,,,1,1,0,0,,,,,20
psAL56,14.06.82 Air Letter 6.00 Shekel Airplane design 1st type,In Stock,psAL56,0,Postal Stationery,B AS.54,P 56,1.00,1.00,,,1,1,0,0,,,,,20
psAL57,07.06.83 Air Letter 11.00 Shekel Kite design,In Stock,psAL57,0,Postal Stationery,B AS.55,P 57,1.50,1.00,,,1,1,0,0,,,,,20
psAL58,08.04.84 Air Letter 25.00 + 7.00 Shekel Flying model design,In Stock,psAL58,0,Postal Stationery,B AS.56,P 58,4.00,1.25,,,1,1,0,0,,,,,20
psAL59,08.10.84 Air Letter 60.00 + 35.00 Shekel Flying model design,In Stock,psAL59,0,Postal Stationery,B AS.57,P 59,4.00,1.25,,,1,1,0,0,,,,,20
psAL60,05.02.85 Air Letter 60.00 + 50.00 Shekel Flying model design,Temp. Sold Out,psAL60,0,Postal Stationery,B AS.58,P 60,12.00,20.00,,,0,0,0,0,,,,,20
psAL61,18.03.85 Air Letter 60.00 + 90.00 Shekel Flying model design,Catalogue,psAL61,0,Postal Stationery,B AS.59,P 61,20.00,30.00,,,0,0,0,0,,,,,20
psAL62,16.04.85 Air Letter non denominational Air-Ballon design Green,In Stock,psAL62,0,Postal Stationery,B AS.62,P 62,2.00,1.50,,,1,1,0,0,,,,,20
psAL63,09.03.88 Air Letter non denominational Air-Ballon design Violet,In Stock,psAL63,0,Postal Stationery,B AS.63a,P 64,2.00,1.50,,,1,1,0,0,,,,,20
psAL64,18.06.85 Air Letter non denominational Airplane design 2nd type,In Stock,psAL64,0,Postal Stationery,B AS.63,P 63,1.50,1.00,,,1,1,0,0,,,,,20
psAL65,15.05.89 Air Letter non denominational Airplane design 2nd type with marked 33 lines,In Stock,psAL65,0,Postal Stationery,B AS.65,P 65,1.50,1.50,,,1,1,0,0,,,,,20
psAL66,01.08.91 Air Letter non denominational Map design 1st type,Temp. Sold Out,psAL66,0,Postal Stationery,B AS.66,P 66,1.50,1.50,,,0,0,0,0,,,,,20
psAL67,15.03.98 Air Letter non denominational Srulik design,Temp. Sold Out,psAL67,0,Postal Stationery,B AS.67,P --,1.50,1.25,,,0,0,0,0,,,,,20
psAL68,25.07.06 Air Letter non denominational Map design 2nd type,In Stock,psAL68,0,Postal Stationery,,P 67,2.00,2.00,,,1,1,0,0,,,,,20
psIL1,18.05.52 Inland Letter 30pr Coin stamp,In Stock,psIL1,0,Postal Stationery,B ils1,P 1,1.50,2.00,,,1,1,0,0,,,,,20
psIL2,26.10.54 Inland Letter 60pr Coin stamp,In Stock,psIL2,0,Postal Stationery,B ils2,P 2,1.00,1.00,,,1,1,0,0,,,,,20
psIL3,01.07.56 Inland Letter 80pr Stag & Olive Branch stamp,In Stock,psIL3,0,Postal Stationery,B ils3,P 3,1.00,1.00,,,1,1,0,0,,,,,20
psIL4,25.03.57 Inland Letter 100pr Stag & Olive Branch stamp,In Stock,psIL4,0,Postal Stationery,B ils4,P 4,1.00,1.00,,,1,1,0,0,,,,,20
psIL5,20.01.60 Inland Letter 0.12 Lira Stag & Olive Branch stamp,In Stock,psIL5,0,Postal Stationery,B ils5,P 5,1.00,1.00,,,1,1,0,0,,,,,20
psIL6,05.02.63 Inland Letter 0.12 Lira Stag & Olive Branch stamp,In Stock,psIL6,0,Postal Stationery,B ils6,P 6,1.00,1.00,,,1,1,0,0,,,,,20
psIL7,01.04.66 Inland Letter 0.15 Lira Stag & Olive Branch stamp,In Stock,psIL7,0,Postal Stationery,B ils7,P 7,1.00,1.00,,,1,1,0,0,,,,,20
psIL8,01.03.72 Inland Letter 0.18 Menorah stamp,In Stock,psIL8,0,Postal Stationery,B ils8,P 8,1.00,1.00,,,1,1,0,0,,,,,20
psIL9,10.06.75 Inland Letter 0.35 Lira Wall & Leaves stamp,In Stock,psIL9,0,Postal Stationery,B ils9,P 9,1.00,1.00,,,1,1,0,0,,,,,20
psIL10,08.01.80 Inland Letter 2.70 Lira Stand-By stamp,In Stock,psIL10,0,Postal Stationery,B ils10,P 10,1.00,1.00,,,1,1,0,0,,,,,20
psIE1,04.05.49 Envelope 30pr (Flag) Independence Day 1949 envelope,In Stock,psIE1,0,Postal Stationery,B env1,P 1,1.25,2.50,,,1,1,0,0,,,,,20
psIE2,27.11.49 Envelope 15pr Weizmann-Negev envelope,In Stock,psIE2,0,Postal Stationery,B env2,P 2,1.25,2.50,,,1,1,0,0,,,,,20
psIE3,24.08.61 Air-Mail Envelope 0.25 Lira 'Development' Lakhish zone,In Stock,psIE3,0,Postal Stationery,B env3,P 3,2.50,2.50,,,1,1,0,0,,,,,20
psIE4,24.08.61 Air-Mail Envelope 0.25 Lira 'Development' Jordan-Negev water network,In Stock,psIE4,0,Postal Stationery,B env4,P 4,2.50,2.50,,,1,1,0,0,,,,,20
psIE5,24.08.61 Air-Mail Envelope 0.25 Lira 'Development' copper works Timna,In Stock,psIE5,0,Postal Stationery,B env5,P 5,2.50,2.50,,,1,1,0,0,,,,,20
psIE6,24.08.61 Air-Mail Envelope 0.25 Lira 'Development' Soreq atomic reactor,In Stock,psIE6,0,Postal Stationery,B env6,P 6,2.50,2.50,,,1,1,0,0,,,,,20
psIE7,02.06.92 Envelope no denomination (0.85 NIS) - Anemone,In Stock,psIE7,0,Postal Stationery,B env7,P 7,2.50,1.25,,,1,1,0,0,,,,,20
psIE8,01.09.92 Envelope no denomination (0.90 NIS) - Festivals 1992,Temp. Sold Out,psIE8,0,Postal Stationery,B env8,P 8,2.50,2.50,,,0,0,0,0,,,,,20
psIE9,01.08.93 Envelope no denomination (0.90 NIS) - Festivals 1993,In Stock,psIE9,0,Postal Stationery,B env7a?,P 9,2.00,2.00,,,1,1,0,0,,,,,20
psIE10,05.04.94 Envelope no denomination (1.00 NIS) - Spring,In Stock,psIE10,0,Postal Stationery,B env09,P 13,2.50,1.25,,,1,1,0,0,,,,,20
psIE11,05.04.94 Envelope no denomination (1.00 NIS) - Summer,In Stock,psIE11,0,Postal Stationery,B env10,P 10,2.50,1.25,,,1,1,0,0,,,,,20
psIE12,27.11.94 Envelope no denomination (1.00 NIS) - Autumn,In Stock,psIE12,0,Postal Stationery,B env11,P 11,2.50,1.25,,,1,1,0,0,,,,,20
psIE13,27.11.94 Envelope no denomination (1.00 NIS) - Winter,In Stock,psIE13,0,Postal Stationery,B env12,P 12,2.50,1.25,,,1,1,0,0,,,,,20
psIE14,07.06.95 Envelope no denomination (1.10 NIS)- Sunflower,In Stock,psIE14,0,Postal Stationery,B env14,P 14,5.00,3.00,,,1,1,0,0,,,,,20
psIE15,20.08.95 Envelope no denomination (1.10 NIS) - Hyacinthus,In Stock,psIE15,0,Postal Stationery,B env15a,P 15,3.00,1.00,,,1,1,0,0,,,,,20
psIE16,15.08.96 Envelope no denomination (1.25 NIS) - Festivals 1996,Temp. Sold Out,psIE16,0,Postal Stationery,B env16,P 16,2.00,1.25,,,0,0,0,0,,,,,20
psIE17,15.03.98 Envelope no denomination (1.35 NIS) - Srulik,Temp. Sold Out,psIE17,0,Postal Stationery,B env17,P --,7.50,4.50,,,0,0,0,0,,,,,20
psIE17A,19.09.00 Cachet envelope no denomination ( NIS) - Hyacinthus,Catalogue,psIE17A,0,Postal Stationery,B --,P --,,,,,0,0,0,0,,,,,20
psIE17B,11.03.03 Envelope no denomination ( NIS) - Ornithogalum 11x23cm with window,Catalogue,psIE17B,0,Postal Stationery,B --,P --,,,,,0,0,0,0,,,,,20
psIE18,10.08.04 Envelope no denomination (2.30 NIS) - Florists Calla 11x23cm,Catalogue,psIE18,0,Postal Stationery,B env18,P 19,4.50,7.00,,,0,0,0,0,,,,,20
psIE19,10.08.04 Envelope no denomination (2.45 NIS) - Lisianthus 18x25cm,Catalogue,psIE19,0,Postal Stationery,B env19,P 20,5.00,7.00,,,0,0,0,0,,,,,20
psIE20,10.08.04 Envelope no denomination (2.60 NIS) - Gerbera 24x34cm,In Stock,psIE20,0,Postal Stationery,B env20,P 21,5.50,7.00,,,1,1,0,0,,,,,20
psIE21,22.05.05 Envelope no denomination (2.60 NIS) - '24 Hours' Dahlia 16.2x23.7cm type I,Catalogue,psIE21,0,Postal Stationery,B env21,P 22,5.50,7.50,,,0,0,0,0,,,,,20
psIE22,22.05.05 Envelope no denomination (3.10 NIS) - '24 Hours' Amaryllis 24x34cm type I,Catalogue,psIE22,0,Postal Stationery,B env22,P 23,6.00,11.00,,,0,0,0,0,,,,,20
psIE23,26.01.07 Envelope no denomination (2.60 NIS) - '24 Hours' Dahlia 16.2x23.7cm type II,In Stock,psIE23,0,Postal Stationery,B env23,P --,6.00,8.00,,,1,1,0,0,,,,,20
psIE24,26.01.07 Envelope no denomination (3.10 NIS) - '24 Hours' Amaryllis 24x34cm type II,In Stock,psIE24,0,Postal Stationery,B env24,P --,6.50,11.50,,,1,1,0,0,,,,,20
psIE25,01.07.07 Envelope no denomination (2.40 NIS) - Tulip 13x19cm,Temp. Sold Out,psIE25,0,Postal Stationery,,P 24,3.00,4.50,,,0,0,0,0,,,,,20
psIE26,30.03.08 Envelope no denomination (2.80 NIS) - '24 Hours' Aquilegia 11x23cm,In Stock,psIE26,0,Postal Stationery,,P 25,2.50,3.50,,,1,1,0,0,,,,,20
psIE27,30.03.08 Envelope no denomination (2.80 NIS) - '24 Hours' Dahlia 16.2x23.7cm,Temp. Sold Out,psIE27,0,Postal Stationery,,P 26,2.50,3.50,,,0,0,0,0,,,,,20
psIE28,18.08.08 No denomination ( NIS) - '24 Hours' Amaryllis 14x14cm CD envelope joint creation with Hed Arzi type I,Temp. Sold Out,psIE28,0,Postal Stationery,,,4.00,5.00,,,0,0,0,0,,,,,20
psIE29,18.08.08 No denomination ( NIS) - '24 Hours' Amaryllis 14x14cm CD envelope joint creation with Hed Arzi type II,Temp. Sold Out,psIE29,0,Postal Stationery,,,4.00,5.00,,,0,0,0,0,,,,,20
psIE30,25.01.09 Envelope no denomination (2.60 NIS) - Dove 11x23cm Inland Registered Letter 50gr,Temp. Sold Out,psIE30,0,Postal Stationery,B env29,,4.00,4.50,,,0,0,0,0,,,,,20
psIE31,09.08.09 Envelope no denomination (2.50 NIS) - '24 Hours' Aquilegia 11x23cm with window,Temp. Sold Out,psIE31,0,Postal Stationery,,,2.50,3.50,,,0,0,0,0,,,,,20
psIE32,06.09.09 Envelope no denomination (2.50 NIS) - '24 Hours' Aquilegia 11x23cm,In Stock,psIE32,0,Postal Stationery,,,2.50,3.50,,,1,1,0,0,,,,,20
psIE33,09.08.09 Envelope no denomination (2.50 NIS) - Lisianthus 18x25cm brown paper,Temp. Sold Out,psIE33,0,Postal Stationery,,,1.50,1.50,,,0,0,0,0,,,,,20
psIE34,27.05.10 Envelope no denomination (2.50 NIS) - Stylized Bird 11x23cm,In Stock,psIE34,0,Postal Stationery,,,1.50,1.50,,,1,1,0,0,,,,,20
psIE35,01.07.10 Envelope no denomination (1.70 NIS) - Stylized Bird 15.4x9.8cm - for New Year greeting cards,Temp. Sold Out,psIE35,0,Postal Stationery,,,2.00,2.50,,,0,0,0,0,,,,,20
psIE36,09.01.12 Envelope no denomination (1.70 NIS) - Florists Calla 11x23cm with window,In Stock,psIE36,0,Postal Stationery,,,1.75,2.60,,,1,1,0,0,,,,,20
psIE37,"13.11.12 Envelope no denomination (9.50 NIS) - Register 50gr, Pigeon 11x23cm with window",In Stock,psIE37,0,Postal Stationery,,,4.00,4.00,,,1,1,0,0,,,,,20
psPC1,20.08.50 Postcard 10pr Coin stamp (green paper),Available,psPC1,0,Postal Stationery,B PC.1,P C1,8.00,80.00,,,1,1,0,0,,,,,20
psPC2,20.08.50 Postcard 15pr Coin stamp (orange paper),Available,psPC2,0,Postal Stationery,B PC.2,P C2,8.00,80.00,,,1,1,0,0,,,,,20
psPC3,08.08.51 Postcard 10pr Coin stamp (dark green paper),Catalogue,psPC3,0,Postal Stationery,B PC.3,P C3,80.00,270.00,,,0,0,0,0,,,,,20
psPC4,26.11.51 Postcard 10pr Coin stamp,In Stock,psPC4,0,Postal Stationery,B PC.4,P C4,4.00,60.00,,,1,1,0,0,,,,,20
psPC5,01.02.52 Postcard 15pr Coin stamp,In Stock,psPC5,0,Postal Stationery,B PC.5,P C5,3.00,7.00,,,1,1,0,0,,,,,20
psPC6,26.10.52 Postcard 20pr Coin stamp,In Stock,psPC6,0,Postal Stationery,B PC.6,P C6,2.00,2.00,,,1,1,0,0,,,,,20
psPC7,08.11.53 Postcard 30pr Coin stamp,In Stock,psPC7,0,Postal Stationery,B PC.7,P C7,1.00,1.00,,,1,1,0,0,,,,,20
psPC8,31.08.54 Postcard 70pr Coin stamp,In Stock,psPC8,0,Postal Stationery,B PC.8,P C8,1.00,1.00,,,1,1,0,0,,,,,20
psPC9,31.08.54 Reply Postcard 2x30pr Coin stamp,In Stock,psPC9,0,Postal Stationery,B RPC.1,P RC1,2.00,2.00,,,1,1,0,0,,,,,20
psPC10,31.08.54 Reply Postcard 2x70pr Coin stamp,In Stock,psPC10,0,Postal Stationery,B RPC.2,P RC2,3.00,2.00,,,1,1,0,0,,,,,20
psPC11,05.04.56 Ornamented #1 Postcard 30pr Yechi'am,In Stock,psPC11,0,Postal Stationery,B PC.9F,P PC1,1.00,1.00,,,1,1,0,0,,,,,20
psPC12,05.04.56 Ornamented #2 Postcard 30pr Zefat,In Stock,psPC12,0,Postal Stationery,B PC.9D,P PC2,1.00,1.00,,,1,1,0,0,,,,,20
psPC13,05.04.56 Ornamented #3 Postcard 30pr Kefar Etziyon,In Stock,psPC13,0,Postal Stationery,B PC.9A,P PC3,1.00,1.00,,,1,1,0,0,,,,,20
psPC14,05.04.56 Ornamented #4 Postcard 30pr Kokhav Ha-Yarden,In Stock,psPC14,0,Postal Stationery,B PC.9B,P PC4,1.00,1.00,,,1,1,0,0,,,,,20
psPC15,05.04.56 Ornamented #5 Postcard 30pr Ramat Rahel,In Stock,psPC15,0,Postal Stationery,B PC.9E,P PC5,1.00,1.00,,,1,1,0,0,,,,,20
psPC16,05.04.56 Ornamented #6 Postcard 30pr Metzudat Yoav,In Stock,psPC16,0,Postal Stationery,B PC.9C,P PC6,1.00,1.00,,,1,1,0,0,,,,,20
psPC17,25.03.57 Postcard 50pr Stag & Olive Branch stamp,In Stock,psPC17,0,Postal Stationery,B PC.10,P C9,1.00,1.00,,,1,1,0,0,,,,,20
psPC18,25.03.57 Postcard 90pr Stag & Olive Branch stamp,In Stock,psPC18,0,Postal Stationery,B PC.11,P C10,1.00,1.00,,,1,1,0,0,,,,,20
psPC19,19.09.57 Air Mail Postcard 340pr 'Tabil' Exhibition Numbered,In Stock,psPC19,0,Postal Stationery,B PC.12,P AC1,3.50,3.50,,,1,1,0,0,,,,,20
psPC20,03.06.58 Ornamented #7 Postcard 50pr Alt-Neu Synagogue Prague,In Stock,psPC20,0,Postal Stationery,B PC.13A,P PC7,2.00,2.00,,,1,1,0,0,,,,,20
psPC21,03.06.58 Ornamented #8 Postcard 50pr Newport Synagogue USA,In Stock,psPC21,0,Postal Stationery,B PC.13B,P PC8,2.00,2.00,,,1,1,0,0,,,,,20
psPC22,03.06.58 Ornamented #9 Postcard 50pr Hekhal Shlomo Synagogue Jerusalem,In Stock,psPC22,0,Postal Stationery,B PC.13C,P PC9,2.00,2.00,,,1,1,0,0,,,,,20
psPC23,21.08.60 Ornamented #10 Postcard 0.06 Lira Yeshivat Zanz Netanya,In Stock,psPC23,0,Postal Stationery,B PC.18,P PC10,1.00,1.00,,,1,1,0,0,,,,,20
psPC24,21.01.59 Postcard 60pr Stag & Olive Branch stamp,In Stock,psPC24,0,Postal Stationery,B PC.14,P C11,1.00,1.00,,,1,1,0,0,,,,,20
psPC24bk,16.08.59 Postcards Booklet 10x60pr Stag & Olive Branch stamp,In Stock,psPC24bk,0,Postal Stationery,B PC.14BK,P PP1,100.00,----,,,1,0,0,0,,,,,20
psPC25,21.01.59 Postcard 120pr Stag & Olive Branch stamp,In Stock,psPC25,0,Postal Stationery,B PC.15,P C12,1.00,1.00,,,1,1,0,0,,,,,20
psPC26,20.01.60 Postcard 0.06 Lira Stag & Olive Branch stamp,In Stock,psPC26,0,Postal Stationery,B PC.16,P C13,1.00,1.00,,,1,1,0,0,,,,,20
psPC27,20.01.60 Postcard 0.12 Lira Stag & Olive Branch stamp,In Stock,psPC27,0,Postal Stationery,B PC.17,P C14,1.00,1.00,,,1,1,0,0,,,,,20
psPC28,21.08.60 Reply Postcard 2x0.06 Lira Stag & Olive Branch stamp,In Stock,psPC28,0,Postal Stationery,B RPC.3,P RC3,3.00,2.00,,,1,1,0,0,,,,,20
psPC29,24.10.60 Reply Postcard 2x0.12 Lira Stag & Olive Branch stamp,In Stock,psPC29,0,Postal Stationery,B RPC.4,P RC4,4.00,2.00,,,1,1,0,0,,,,,20
psPC30,24.02.63 Postcard 0.06 Lira Stag & Olive Branch stamp,In Stock,psPC30,0,Postal Stationery,B PC.19,P C15,1.00,1.00,,,1,1,0,0,,,,,20
psPC31,20.03.66 Postcard 0.10 Lira Stag & Olive Branch stamp,In Stock,psPC31,0,Postal Stationery,B PC.20,P C16,1.00,1.00,,,1,1,0,0,,,,,20
psPC31a,1970s Change Tel. Number Postcard 0.10 Lira Stag & Olive Branch stamp,Temp. Sold Out,psPC31a,0,Postal Stationery,B --,P --,1.50,----,,,0,0,0,0,,,,,20
psPC32,11.10.70 Postcard 0.12 Lira Stag & Olive Branch stamp,In Stock,psPC32,0,Postal Stationery,B PC.21,P C17,1.00,1.00,,,1,1,0,0,,,,,20
psPC32a,1970s Change Tel. Number Postcard 0.12 Lira Stag & Olive Branch stamp,In Stock,psPC32a,0,Postal Stationery,B --,P --,1.00,----,,,1,0,0,0,,,,,20
psPC33,01.06.73 Postcard 0.15 Lira Stag & Olive Branch stamp,In Stock,psPC33,0,Postal Stationery,B PC.22,P C18,1.00,1.00,,,1,1,0,0,,,,,20
psPC34,23.05.74 Postcard 0.20 Lira Stag & Olive Branch stamp,In Stock,psPC34,0,Postal Stationery,B PC.23,P C19,1.50,2.00,,,1,1,0,0,,,,,20
psPC35,12.05.75 Postcard 0.30 Lira Stag & Olive Branch stamp,In Stock,psPC35,0,Postal Stationery,B PC.24,P C20,2.00,3.00,,,1,1,0,0,,,,,20
psPC36,05.10.76 Postcard 0.45 Lira Stag & Olive Branch stamp,In Stock,psPC36,0,Postal Stationery,B PC.25,P C21,4.00,8.00,,,1,1,0,0,,,,,20
psPC37,15.10.63 Ornamented #11 Postcard 0.06 Lira Ichilov Hospital Tel-Aviv,In Stock,psPC37,0,Postal Stationery,B PC.26b,P PC11,3.00,2.00,,,1,1,0,0,,,,,20
psPC38,15.10.63 Ornamented #12 Postcard 0.06 Lira Steel Mills Akko,In Stock,psPC38,0,Postal Stationery,B PC.26a,P PC12,3.00,2.00,,,1,1,0,0,,,,,20
psPC39,15.01.64 Ornamented #13 Postcard 0.06 Lira Hebrew University Jerusalem,In Stock,psPC39,0,Postal Stationery,B PC.27A,P PC13,3.00,3.00,,,1,1,0,0,,,,,20
psPC40,15.01.64 Ornamented #14 Postcard 0.06 Lira Car Assembly Plant Haifa,In Stock,psPC40,0,Postal Stationery,B PC.27B,P PC14,3.00,3.00,,,1,1,0,0,,,,,20
psPC41,15.01.64 Ornamented #15 Postcard 0.06 Lira Technion Haifa,In Stock,psPC41,0,Postal Stationery,B PC.27C,P PC15,3.00,3.00,,,1,1,0,0,,,,,20
psPC42,15.01.64 Ornamented #16 Postcard 0.06 Lira 'Dagon' Silos Haifa,In Stock,psPC42,0,Postal Stationery,B PC.27D,P PC16,3.00,3.00,,,1,1,0,0,,,,,20
psPC43,14.02.66 Ornamented #17 Postcard 0.06 Lira M/V Bilu,In Stock,psPC43,0,Postal Stationery,B PC.28A,P PC17,3.00,3.00,,,1,1,0,0,,,,,20
psPC44,14.02.66 Ornamented #18 Postcard 0.06 Lira M/V Tel-Aviv,In Stock,psPC44,0,Postal Stationery,B PC.28B,P PC18,3.00,3.00,,,1,1,0,0,,,,,20
psPC45,14.02.66 Ornamented #19 Postcard 0.06 Lira M/V LemonCore,In Stock,psPC45,0,Postal Stationery,B PC.28C,P PC19,3.00,3.00,,,1,1,0,0,,,,,20
psPC46,14.02.66 Ornamented #20 Postcard 0.06 Lira M/V Esther,In Stock,psPC46,0,Postal Stationery,B PC.28D,P PC20,3.00,3.00,,,1,1,0,0,,,,,20
psPC47,14.02.66 Ornamented #21 Postcard 0.06 Lira Marchant Marine Cadet,In Stock,psPC47,0,Postal Stationery,B PC.28E,P PC21,3.00,3.00,,,1,1,0,0,,,,,20
psPC48,02.11.75 Ornamented #22 Postcard 0.30 Lira Road Safety,In Stock,psPC48,0,Postal Stationery,B PC.29a,P PC22,3.00,2.00,,,1,1,0,0,,,,,20
psPC49,02.11.75 Ornamented #23 Postcard 0.30 Lira Road Safety,In Stock,psPC49,0,Postal Stationery,B PC.29b,P PC23,3.00,2.00,,,1,1,0,0,,,,,20
psPC50,02.11.75 Ornamented #24 Postcard 0.30 Lira Road Safety,In Stock,psPC50,0,Postal Stationery,B PC.29c,P PC24,3.00,2.00,,,1,1,0,0,,,,,20
psPC51,02.11.75 Ornamented #25 Postcard 0.30 Lira Road Safety,In Stock,psPC51,0,Postal Stationery,B PC.29d,P PC25,3.00,2.00,,,1,1,0,0,,,,,20
psPC52,02.11.75 Ornamented #26 Postcard 0.30 Lira Road Safety,In Stock,psPC52,0,Postal Stationery,B PC.29e,P PC26,3.00,2.00,,,1,1,0,0,,,,,20
psPC53,16.10.77 Postcard 0.55 Lira Menorah stamp,In Stock,psPC53,0,Postal Stationery,B PC.30,P C22,2.00,2.00,,,1,1,0,0,,,,,20
psPC54,22.12.77 Postcard 0.65 Lira Menorah stamp,In Stock,psPC54,0,Postal Stationery,B PC.31,P C23,2.00,2.00,,,1,1,0,0,,,,,20
psPC55,09.05.78 Postcard 0.90 Lira Menorah stamp,In Stock,psPC55,0,Postal Stationery,B CP.32,P C24,1.50,1.50,,,1,1,0,0,,,,,20
psPC56,10.07.79 Postcard 1.50 Lira Menorah stamp,In Stock,psPC56,0,Postal Stationery,B PC.33,P C25,1.50,1.50,,,1,1,0,0,,,,,20
psPC57,08.01.80 Postcard 2.30 Lira Menorah stamp,In Stock,psPC57,0,Postal Stationery,B PC.34,P C26,1.50,1.50,,,1,1,0,0,,,,,20
psPC58,12.08.80 Postcard 3.70 Lira Menorah stamp,In Stock,psPC58,0,Postal Stationery,B PC.35,P C27,2.00,2.00,,,1,1,0,0,,,,,20
psPC59,04.11.80 Postcard 0.50 Sheqel stamp,In Stock,psPC59,0,Postal Stationery,B PC.36,P C28,1.00,1.00,,,1,1,0,0,,,,,20
psPC60,10.11.81 Postcard 0.60 Sheqel stamp,In Stock,psPC60,0,Postal Stationery,B PC.38,P C29,1.00,1.00,,,1,1,0,0,,,,,20
psPC61,11.02.82 Postcard 0.80 Sheqel stamp,In Stock,psPC61,0,Postal Stationery,B PC.38,P C30,1.00,1.50,,,1,1,0,0,,,,,20
psPC62,07.08.83 Postcard no denomination - Olive Branch stamp,In Stock,psPC62,0,Postal Stationery,B PC.39,P C31,1.00,10.00,,,1,1,0,0,,,,,20
psPC63,14.02.89 Postcard no denomination - Sunflower stamp,In Stock,psPC63,0,Postal Stationery,B PC39,P C32,1.00,1.25,,,1,1,0,0,,,,,20
psPC64,25.09.91 Postcard no denomination - Sunflower stamp added Haifa 91,Temp. Sold Out,psPC64,0,Postal Stationery,B PC.41,P C33,1.00,1.00,,,0,0,0,0,,,,,20
psPC65,22.08.93 Postcard no denomination - Jerusalem,In Stock,psPC65,0,Postal Stationery,B PC.42c,P PC27,2.00,2.00,,,1,1,0,0,,,,,20
psPC66,22.08.93 Postcard no denomination - Tel-Aviv,In Stock,psPC66,0,Postal Stationery,B PC.42b,P PC28,2.00,2.00,,,1,1,0,0,,,,,20
psPC67,22.08.93 Postcard no denomination - Elat,In Stock,psPC67,0,Postal Stationery,B PC.42a,P PC29,2.00,2.00,,,1,1,0,0,,,,,20
psPC68,21.11.93 Change Address Postcard no denomination - Good Luck stamp,Temp. Sold Out,psPC68,0,Postal Stationery,B PC.43b,P C34,6.00,15.00,,,0,0,0,0,,,,,20
psPC69,21.11.93 Change Address Postcard no denomination - See You Again stamp,Temp. Sold Out,psPC69,0,Postal Stationery,B PC.43d,P C35,6.00,15.00,,,0,0,0,0,,,,,20
psPC70,21.11.93 Change Address Postcard no denomination - Greetings stamp,Temp. Sold Out,psPC70,0,Postal Stationery,B PC.43a,P C36,6.00,15.00,,,0,0,0,0,,,,,20
psPC71,21.11.93 Change Address Postcard no denomination - Keep in Touch stamp,Temp. Sold Out,psPC71,0,Postal Stationery,B PC.43c,P C37,6.00,15.00,,,0,0,0,0,,,,,20
